task_id,persona,primary_dimension,secondary_dimension,sort_mode,hotel_id,hotel_name,n_respondents,n_shown,n_chosen,share,share_pct,rank_in_group,mean_neg_log_position,spatial,accessibility,facility,economic,disruption,price_lkr,rating,star,distance_km
t9,Remote worker,disruption,spatial,distance,lpc0df6,Fern Colombo,104,104,0,0.0,0.0,17,-2.8781,0.406,0.344,0.1422,0.844,0.75,16245,4.0,3,1.8
t9,Remote worker,disruption,spatial,distance,lp6574b103,"Amari Colombo, Sri Lanka",104,103,0,0.0,0.0,16,-2.7726,0.531,0.5,0.8687,0.219,0.4,42203,4.5,5,2.2
t9,Remote worker,disruption,spatial,distance,lp81760,The Steuart by Citrus,104,103,0,0.0,0.0,5,-3.434,0.094,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t9,Remote worker,disruption,spatial,distance,lp67286,Colombo Court Hotel & Spa,104,103,0,0.0,0.0,6,-2.0794,0.719,0.688,0.5938,0.094,0.725,52144,4.5,4,3.3
t9,Remote worker,disruption,spatial,distance,lpc08f9,Morven Hotel Colombo,104,103,0,0.0,0.0,7,-2.8332,0.469,0.469,0.6703,0.688,0.2,21054,4.5,4,2.1
t9,Remote worker,disruption,spatial,distance,lp857b8,Zylan Colombo,104,103,0,0.0,0.0,8,-2.9444,0.438,0.281,0.6047,0.438,0.8,34557,4.5,4,2.0
t9,Remote worker,disruption,spatial,distance,lp72a36,Best Western Elyon Colombo,104,104,0,0.0,0.0,10,-1.6006,0.844,0.75,0.5687,0.812,0.875,19568,4.2,4,5.1
t9,Remote worker,disruption,spatial,distance,lp800a1,Nyne Hotels Lake Lodge - Colombo,104,103,0,0.0,0.0,11,-3.0445,0.344,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t9,Remote worker,disruption,spatial,distance,lp656d40c7,Sheraton Colombo Hotel,104,103,0,0.0,0.0,12,-2.5649,0.625,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t9,Remote worker,disruption,spatial,distance,lp40d3f,Global Towers Hotel & Apartments,104,104,23,0.221154,22.12,3,-1.088,0.906,0.938,0.5375,0.875,0.725,16041,3.5,4,5.6
t9,Remote worker,disruption,spatial,distance,lp5f0e5,Paradise Road Tintagel Colombo,104,103,0,0.0,0.0,13,-2.9957,0.375,0.375,0.8687,0.0,0.85,96633,4.5,5,1.7
t9,Remote worker,disruption,spatial,distance,lp6e625,Hotel Janaki,104,104,0,0.0,0.0,14,-1.7851,0.812,0.656,0.2188,0.906,0.825,15319,4.0,3,4.2
t9,Remote worker,disruption,spatial,distance,lp76eba,Radisson Hotel Colombo,104,103,0,0.0,0.0,15,-1.3863,0.875,0.906,0.4703,0.562,0.8,27402,4.2,4,5.0
t9,Remote worker,disruption,spatial,distance,lp65589ffb,MaRadha Colombo,104,103,0,0.0,0.0,19,-1.9459,0.781,0.844,0.325,0.406,0.675,35408,4.8,3,3.6
t9,Remote worker,disruption,spatial,distance,lp6f007,Clock Inn Colombo,104,104,0,0.0,0.0,32,-2.1894,0.75,0.781,0.0563,0.938,0.625,13715,3.8,2,3.4
t9,Remote worker,disruption,spatial,price_asc,lp102b02,Marino Beach Colombo,4,4,0,0.0,0.0,32,-2.8332,0.688,0.812,0.9047,0.469,0.625,30177,4.6,5,3.2
t9,Remote worker,disruption,spatial,price_asc,lp6557c6e0,Granbell Hotel Colombo,4,4,0,0.0,0.0,31,-2.7726,0.594,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t9,Remote worker,disruption,spatial,price_asc,lp741c5,Cinnamon Red Colombo,4,4,0,0.0,0.0,3,-2.9957,0.562,0.531,0.6266,0.375,0.35,36530,4.5,4,1.9
t9,Remote worker,disruption,spatial,price_asc,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,4,4,0,0.0,0.0,30,-2.7081,0.062,0.062,0.525,0.531,0.5,28429,4.2,4,2.1
t9,Remote worker,disruption,spatial,price_asc,lp655a9e91,Zest Metropole,4,4,0,0.0,0.0,29,-2.3979,0.031,0.094,0.5375,0.656,0.5,21223,4.3,4,2.0
t9,Remote worker,disruption,spatial,price_asc,lp656d3aa9,Sofia Colombo City Hotel,4,4,0,0.0,0.0,28,-2.5649,0.656,0.719,0.5922,0.594,0.35,23620,4.3,4,2.4
t9,Remote worker,disruption,spatial,price_asc,lp803e1,Galle Face Hotel,4,4,0,0.0,0.0,27,-3.1355,0.281,0.406,0.8141,0.281,0.4,38531,4.5,5,1.8
t9,Remote worker,disruption,spatial,price_asc,lpb1537,Shangri-La Colombo,4,4,0,0.0,0.0,26,-3.434,0.219,0.219,0.9281,0.031,0.4,68781,4.7,5,1.9
t9,Remote worker,disruption,spatial,price_asc,lp3e58e,The Kingsbury Colombo,4,4,0,0.0,0.0,25,-3.091,0.156,0.156,0.8766,0.312,0.55,37025,4.2,5,2.2
t9,Remote worker,disruption,spatial,price_asc,lp30277,Hilton Colombo Residence,4,4,0,0.0,0.0,24,-3.2581,0.312,0.25,0.9062,0.188,0.55,43133,4.4,5,0.9
t9,Remote worker,disruption,spatial,price_asc,lp67708,Supun Arcade Residency,4,4,0,0.0,0.0,23,-2.1972,0.938,0.875,0.4906,0.719,0.725,20768,3.8,4,5.7
t9,Remote worker,disruption,spatial,price_asc,lp7c172,Mirage Colombo,4,4,0,0.0,0.0,22,-2.0794,0.969,0.969,0.6328,0.75,0.8,20482,3.8,4,6.3
t9,Remote worker,disruption,spatial,price_asc,lp33ddb,"Taj Samudra, Colombo",4,4,0,0.0,0.0,21,-3.2958,0.25,0.312,0.9016,0.156,0.55,43993,4.5,5,1.7
t9,Remote worker,disruption,spatial,price_asc,lpa0a8a,NH Collection Colombo,4,4,0,0.0,0.0,20,-3.0445,0.5,0.562,0.9594,0.344,0.325,36981,4.6,5,2.0
t9,Remote worker,disruption,spatial,price_asc,lp1bc0d,Hilton Colombo Hotel,4,4,0,0.0,0.0,19,-3.3322,0.188,0.031,0.8547,0.125,0.475,47767,4.2,5,1.9
t9,Remote worker,disruption,spatial,price_asc,lp71118,CityRest Fort,4,4,3,0.75,75.0,1,0.0,0.125,0.125,0.1922,0.969,0.45,11502,3.5,3,2.0
t9,Remote worker,disruption,spatial,price_asc,lp43673,Pegasus Reef - A Beach Resort in Colombo,4,4,0,0.0,0.0,17,-1.9459,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t9,Remote worker,disruption,spatial,price_asc,lpc0df6,Fern Colombo,4,4,0,0.0,0.0,16,-1.6094,0.406,0.344,0.1422,0.844,0.75,16245,4.0,3,1.8
t9,Remote worker,disruption,spatial,price_asc,lp6574b103,"Amari Colombo, Sri Lanka",4,4,0,0.0,0.0,15,-3.2189,0.531,0.5,0.8687,0.219,0.4,42203,4.5,5,2.2
t9,Remote worker,disruption,spatial,price_asc,lp81760,The Steuart by Citrus,4,4,0,0.0,0.0,14,-2.4849,0.094,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t9,Remote worker,disruption,spatial,price_asc,lp67286,Colombo Court Hotel & Spa,4,4,0,0.0,0.0,13,-3.3673,0.719,0.688,0.5938,0.094,0.725,52144,4.5,4,3.3
t9,Remote worker,disruption,spatial,price_asc,lpc08f9,Morven Hotel Colombo,4,4,0,0.0,0.0,12,-2.3026,0.469,0.469,0.6703,0.688,0.2,21054,4.5,4,2.1
t9,Remote worker,disruption,spatial,price_asc,lp857b8,Zylan Colombo,4,4,0,0.0,0.0,11,-2.8904,0.438,0.281,0.6047,0.438,0.8,34557,4.5,4,2.0
t9,Remote worker,disruption,spatial,price_asc,lp72a36,Best Western Elyon Colombo,4,4,0,0.0,0.0,10,-1.7918,0.844,0.75,0.5687,0.812,0.875,19568,4.2,4,5.1
t9,Remote worker,disruption,spatial,price_asc,lp800a1,Nyne Hotels Lake Lodge - Colombo,4,4,0,0.0,0.0,9,-3.1781,0.344,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t9,Remote worker,disruption,spatial,price_asc,lp656d40c7,Sheraton Colombo Hotel,4,4,0,0.0,0.0,8,-3.4012,0.625,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t9,Remote worker,disruption,spatial,price_asc,lp40d3f,Global Towers Hotel & Apartments,4,4,0,0.0,0.0,7,-1.3863,0.906,0.938,0.5375,0.875,0.725,16041,3.5,4,5.6
t9,Remote worker,disruption,spatial,price_asc,lp5f0e5,Paradise Road Tintagel Colombo,4,4,0,0.0,0.0,6,-3.4657,0.375,0.375,0.8687,0.0,0.85,96633,4.5,5,1.7
t9,Remote worker,disruption,spatial,price_asc,lp6e625,Hotel Janaki,4,4,0,0.0,0.0,5,-1.0986,0.812,0.656,0.2188,0.906,0.825,15319,4.0,3,4.2
t9,Remote worker,disruption,spatial,price_asc,lp76eba,Radisson Hotel Colombo,4,4,0,0.0,0.0,4,-2.6391,0.875,0.906,0.4703,0.562,0.8,27402,4.2,4,5.0
t9,Remote worker,disruption,spatial,price_asc,lp65589ffb,MaRadha Colombo,4,4,0,0.0,0.0,18,-2.9444,0.781,0.844,0.325,0.406,0.675,35408,4.8,3,3.6
t9,Remote worker,disruption,spatial,price_asc,lp6f007,Clock Inn Colombo,4,4,1,0.25,25.0,2,-0.6931,0.75,0.781,0.0563,0.938,0.625,13715,3.8,2,3.4
t9,Remote worker,disruption,spatial,price_desc,lp102b02,Marino Beach Colombo,7,7,0,0.0,0.0,4,-2.7726,0.688,0.812,0.9047,0.469,0.625,30177,4.6,5,3.2
t9,Remote worker,disruption,spatial,price_desc,lp6557c6e0,Granbell Hotel Colombo,7,7,0,0.0,0.0,30,-2.8332,0.594,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t9,Remote worker,disruption,spatial,price_desc,lp741c5,Cinnamon Red Colombo,7,7,0,0.0,0.0,29,-2.5649,0.562,0.531,0.6266,0.375,0.35,36530,4.5,4,1.9
t9,Remote worker,disruption,spatial,price_desc,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,7,7,0,0.0,0.0,28,-2.8904,0.062,0.062,0.525,0.531,0.5,28429,4.2,4,2.1
t9,Remote worker,disruption,spatial,price_desc,lp655a9e91,Zest Metropole,7,7,0,0.0,0.0,27,-3.091,0.031,0.094,0.5375,0.656,0.5,21223,4.3,4,2.0
t9,Remote worker,disruption,spatial,price_desc,lp656d3aa9,Sofia Colombo City Hotel,7,7,0,0.0,0.0,26,-2.9957,0.656,0.719,0.5922,0.594,0.35,23620,4.3,4,2.4
t9,Remote worker,disruption,spatial,price_desc,lp803e1,Galle Face Hotel,7,7,0,0.0,0.0,25,-2.3026,0.281,0.406,0.8141,0.281,0.4,38531,4.5,5,1.8
t9,Remote worker,disruption,spatial,price_desc,lpb1537,Shangri-La Colombo,7,7,2,0.285714,28.57,3,-0.6931,0.219,0.219,0.9281,0.031,0.4,68781,4.7,5,1.9
t9,Remote worker,disruption,spatial,price_desc,lp3e58e,The Kingsbury Colombo,7,7,0,0.0,0.0,24,-2.3979,0.156,0.156,0.8766,0.312,0.55,37025,4.2,5,2.2
t9,Remote worker,disruption,spatial,price_desc,lp30277,Hilton Colombo Residence,7,7,0,0.0,0.0,23,-1.9459,0.312,0.25,0.9062,0.188,0.55,43133,4.4,5,0.9
t9,Remote worker,disruption,spatial,price_desc,lp67708,Supun Arcade Residency,7,7,0,0.0,0.0,22,-3.1781,0.938,0.875,0.4906,0.719,0.725,20768,3.8,4,5.7
t9,Remote worker,disruption,spatial,price_desc,lp7c172,Mirage Colombo,7,7,0,0.0,0.0,21,-3.2189,0.969,0.969,0.6328,0.75,0.8,20482,3.8,4,6.3
t9,Remote worker,disruption,spatial,price_desc,lp33ddb,"Taj Samudra, Colombo",7,7,0,0.0,0.0,20,-1.7918,0.25,0.312,0.9016,0.156,0.55,43993,4.5,5,1.7
t9,Remote worker,disruption,spatial,price_desc,lpa0a8a,NH Collection Colombo,7,7,0,0.0,0.0,19,-2.4849,0.5,0.562,0.9594,0.344,0.325,36981,4.6,5,2.0
t9,Remote worker,disruption,spatial,price_desc,lp1bc0d,Hilton Colombo Hotel,7,7,0,0.0,0.0,18,-1.6094,0.188,0.031,0.8547,0.125,0.475,47767,4.2,5,1.9
t9,Remote worker,disruption,spatial,price_desc,lp71118,CityRest Fort,7,7,0,0.0,0.0,17,-3.4657,0.125,0.125,0.1922,0.969,0.45,11502,3.5,3,2.0
t9,Remote worker,disruption,spatial,price_desc,lp43673,Pegasus Reef - A Beach Resort in Colombo,7,7,0,0.0,0.0,16,-3.2581,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t9,Remote worker,disruption,spatial,price_desc,lpc0df6,Fern Colombo,7,7,0,0.0,0.0,15,-3.3322,0.406,0.344,0.1422,0.844,0.75,16245,4.0,3,1.8
t9,Remote worker,disruption,spatial,price_desc,lp6574b103,"Amari Colombo, Sri Lanka",7,7,0,0.0,0.0,14,-2.0794,0.531,0.5,0.8687,0.219,0.4,42203,4.5,5,2.2
t9,Remote worker,disruption,spatial,price_desc,lp81760,The Steuart by Citrus,7,7,0,0.0,0.0,13,-3.0445,0.094,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t9,Remote worker,disruption,spatial,price_desc,lp67286,Colombo Court Hotel & Spa,7,7,0,0.0,0.0,12,-1.3863,0.719,0.688,0.5938,0.094,0.725,52144,4.5,4,3.3
t9,Remote worker,disruption,spatial,price_desc,lpc08f9,Morven Hotel Colombo,7,7,0,0.0,0.0,11,-3.1355,0.469,0.469,0.6703,0.688,0.2,21054,4.5,4,2.1
t9,Remote worker,disruption,spatial,price_desc,lp857b8,Zylan Colombo,7,7,0,0.0,0.0,10,-2.7081,0.438,0.281,0.6047,0.438,0.8,34557,4.5,4,2.0
t9,Remote worker,disruption,spatial,price_desc,lp72a36,Best Western Elyon Colombo,7,7,0,0.0,0.0,9,-3.2958,0.844,0.75,0.5687,0.812,0.875,19568,4.2,4,5.1
t9,Remote worker,disruption,spatial,price_desc,lp800a1,Nyne Hotels Lake Lodge - Colombo,7,7,0,0.0,0.0,8,-2.1972,0.344,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t9,Remote worker,disruption,spatial,price_desc,lp656d40c7,Sheraton Colombo Hotel,7,7,3,0.428571,42.86,1,-1.0986,0.625,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t9,Remote worker,disruption,spatial,price_desc,lp40d3f,Global Towers Hotel & Apartments,7,7,0,0.0,0.0,7,-3.3673,0.906,0.938,0.5375,0.875,0.725,16041,3.5,4,5.6
t9,Remote worker,disruption,spatial,price_desc,lp5f0e5,Paradise Road Tintagel Colombo,7,7,2,0.285714,28.57,2,0.0,0.375,0.375,0.8687,0.0,0.85,96633,4.5,5,1.7
t9,Remote worker,disruption,spatial,price_desc,lp6e625,Hotel Janaki,7,7,0,0.0,0.0,6,-3.4012,0.812,0.656,0.2188,0.906,0.825,15319,4.0,3,4.2
t9,Remote worker,disruption,spatial,price_desc,lp76eba,Radisson Hotel Colombo,7,7,0,0.0,0.0,5,-2.9444,0.875,0.906,0.4703,0.562,0.8,27402,4.2,4,5.0
t9,Remote worker,disruption,spatial,price_desc,lp65589ffb,MaRadha Colombo,7,7,0,0.0,0.0,31,-2.6391,0.781,0.844,0.325,0.406,0.675,35408,4.8,3,3.6
t9,Remote worker,disruption,spatial,price_desc,lp6f007,Clock Inn Colombo,7,7,0,0.0,0.0,32,-3.434,0.75,0.781,0.0563,0.938,0.625,13715,3.8,2,3.4
t9,Remote worker,disruption,spatial,rating,lp102b02,Marino Beach Colombo,27,27,0,0.0,0.0,4,-1.3863,0.688,0.812,0.9047,0.469,0.625,30177,4.6,5,3.2
t9,Remote worker,disruption,spatial,rating,lp6557c6e0,Granbell Hotel Colombo,27,27,0,0.0,0.0,30,-1.6094,0.594,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t9,Remote worker,disruption,spatial,rating,lp741c5,Cinnamon Red Colombo,27,27,0,0.0,0.0,29,-2.1972,0.562,0.531,0.6266,0.375,0.35,36530,4.5,4,1.9
t9,Remote worker,disruption,spatial,rating,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,27,27,0,0.0,0.0,28,-3.1355,0.062,0.062,0.525,0.531,0.5,28429,4.2,4,2.1
t9,Remote worker,disruption,spatial,rating,lp655a9e91,Zest Metropole,27,27,0,0.0,0.0,27,-2.8904,0.031,0.094,0.5375,0.656,0.5,21223,4.3,4,2.0
t9,Remote worker,disruption,spatial,rating,lp656d3aa9,Sofia Colombo City Hotel,27,27,0,0.0,0.0,26,-2.8332,0.656,0.719,0.5922,0.594,0.35,23620,4.3,4,2.4
t9,Remote worker,disruption,spatial,rating,lp803e1,Galle Face Hotel,27,27,0,0.0,0.0,25,-2.6391,0.281,0.406,0.8141,0.281,0.4,38531,4.5,5,1.8
t9,Remote worker,disruption,spatial,rating,lpb1537,Shangri-La Colombo,27,27,4,0.148148,14.81,3,-1.0986,0.219,0.219,0.9281,0.031,0.4,68781,4.7,5,1.9
t9,Remote worker,disruption,spatial,rating,lp3e58e,The Kingsbury Colombo,27,27,0,0.0,0.0,24,-3.091,0.156,0.156,0.8766,0.312,0.55,37025,4.2,5,2.2
t9,Remote worker,disruption,spatial,rating,lp30277,Hilton Colombo Residence,27,27,0,0.0,0.0,23,-2.7726,0.312,0.25,0.9062,0.188,0.55,43133,4.4,5,0.9
t9,Remote worker,disruption,spatial,rating,lp67708,Supun Arcade Residency,27,27,0,0.0,0.0,22,-3.3673,0.938,0.875,0.4906,0.719,0.725,20768,3.8,4,5.7
t9,Remote worker,disruption,spatial,rating,lp7c172,Mirage Colombo,27,27,0,0.0,0.0,21,-3.3322,0.969,0.969,0.6328,0.75,0.8,20482,3.8,4,6.3
t9,Remote worker,disruption,spatial,rating,lp33ddb,"Taj Samudra, Colombo",27,27,0,0.0,0.0,20,-2.7081,0.25,0.312,0.9016,0.156,0.55,43993,4.5,5,1.7
t9,Remote worker,disruption,spatial,rating,lpa0a8a,NH Collection Colombo,27,27,0,0.0,0.0,19,-1.7918,0.5,0.562,0.9594,0.344,0.325,36981,4.6,5,2.0
t9,Remote worker,disruption,spatial,rating,lp1bc0d,Hilton Colombo Hotel,27,27,0,0.0,0.0,18,-3.0445,0.188,0.031,0.8547,0.125,0.475,47767,4.2,5,1.9
t9,Remote worker,disruption,spatial,rating,lp71118,CityRest Fort,27,27,0,0.0,0.0,17,-3.4657,0.125,0.125,0.1922,0.969,0.45,11502,3.5,3,2.0
t9,Remote worker,disruption,spatial,rating,lp43673,Pegasus Reef - A Beach Resort in Colombo,27,27,0,0.0,0.0,31,-3.2958,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t9,Remote worker,disruption,spatial,rating,lpc0df6,Fern Colombo,27,27,0,0.0,0.0,16,-3.2581,0.406,0.344,0.1422,0.844,0.75,16245,4.0,3,1.8
t9,Remote worker,disruption,spatial,rating,lp6574b103,"Amari Colombo, Sri Lanka",27,27,0,0.0,0.0,15,-2.3026,0.531,0.5,0.8687,0.219,0.4,42203,4.5,5,2.2
t9,Remote worker,disruption,spatial,rating,lp81760,The Steuart by Citrus,27,27,0,0.0,0.0,14,-3.1781,0.094,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t9,Remote worker,disruption,spatial,rating,lp67286,Colombo Court Hotel & Spa,27,27,0,0.0,0.0,13,-2.0794,0.719,0.688,0.5938,0.094,0.725,52144,4.5,4,3.3
t9,Remote worker,disruption,spatial,rating,lpc08f9,Morven Hotel Colombo,27,27,0,0.0,0.0,12,-2.3979,0.469,0.469,0.6703,0.688,0.2,21054,4.5,4,2.1
t9,Remote worker,disruption,spatial,rating,lp857b8,Zylan Colombo,27,27,0,0.0,0.0,11,-2.4849,0.438,0.281,0.6047,0.438,0.8,34557,4.5,4,2.0
t9,Remote worker,disruption,spatial,rating,lp72a36,Best Western Elyon Colombo,27,27,0,0.0,0.0,10,-2.9957,0.844,0.75,0.5687,0.812,0.875,19568,4.2,4,5.1
t9,Remote worker,disruption,spatial,rating,lp800a1,Nyne Hotels Lake Lodge - Colombo,27,27,0,0.0,0.0,9,-1.9459,0.344,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t9,Remote worker,disruption,spatial,rating,lp656d40c7,Sheraton Colombo Hotel,27,27,9,0.333333,33.33,2,-0.6931,0.625,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t9,Remote worker,disruption,spatial,rating,lp40d3f,Global Towers Hotel & Apartments,27,27,0,0.0,0.0,8,-3.434,0.906,0.938,0.5375,0.875,0.725,16041,3.5,4,5.6
t9,Remote worker,disruption,spatial,rating,lp5f0e5,Paradise Road Tintagel Colombo,27,27,0,0.0,0.0,7,-2.5649,0.375,0.375,0.8687,0.0,0.85,96633,4.5,5,1.7
t9,Remote worker,disruption,spatial,rating,lp6e625,Hotel Janaki,27,27,0,0.0,0.0,6,-3.2189,0.812,0.656,0.2188,0.906,0.825,15319,4.0,3,4.2
t9,Remote worker,disruption,spatial,rating,lp76eba,Radisson Hotel Colombo,27,27,0,0.0,0.0,5,-2.9444,0.875,0.906,0.4703,0.562,0.8,27402,4.2,4,5.0
t9,Remote worker,disruption,spatial,rating,lp65589ffb,MaRadha Colombo,27,27,14,0.518519,51.85,1,0.0,0.781,0.844,0.325,0.406,0.675,35408,4.8,3,3.6
t9,Remote worker,disruption,spatial,rating,lp6f007,Clock Inn Colombo,27,27,0,0.0,0.0,32,-3.4012,0.75,0.781,0.0563,0.938,0.625,13715,3.8,2,3.4
t9,Remote worker,disruption,spatial,travel,lp102b02,Marino Beach Colombo,63,63,0,0.0,0.0,4,-1.7918,0.688,0.812,0.9047,0.469,0.625,30177,4.6,5,3.2
t9,Remote worker,disruption,spatial,travel,lp6557c6e0,Granbell Hotel Colombo,63,63,0,0.0,0.0,30,-2.5649,0.594,0.594,0.5422,0.5,0.35,28807,4.6,4,2.3
t9,Remote worker,disruption,spatial,travel,lp741c5,Cinnamon Red Colombo,63,63,0,0.0,0.0,29,-2.6391,0.562,0.531,0.6266,0.375,0.35,36530,4.5,4,1.9
t9,Remote worker,disruption,spatial,travel,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,63,63,0,0.0,0.0,28,-3.434,0.062,0.062,0.525,0.531,0.5,28429,4.2,4,2.1
t9,Remote worker,disruption,spatial,travel,lp655a9e91,Zest Metropole,63,63,0,0.0,0.0,27,-3.3322,0.031,0.094,0.5375,0.656,0.5,21223,4.3,4,2.0
t9,Remote worker,disruption,spatial,travel,lp656d3aa9,Sofia Colombo City Hotel,63,63,0,0.0,0.0,26,-2.3026,0.656,0.719,0.5922,0.594,0.35,23620,4.3,4,2.4
t9,Remote worker,disruption,spatial,travel,lp803e1,Galle Face Hotel,63,63,0,0.0,0.0,25,-3.0445,0.281,0.406,0.8141,0.281,0.4,38531,4.5,5,1.8
t9,Remote worker,disruption,spatial,travel,lpb1537,Shangri-La Colombo,63,63,0,0.0,0.0,24,-3.2189,0.219,0.219,0.9281,0.031,0.4,68781,4.7,5,1.9
t9,Remote worker,disruption,spatial,travel,lp3e58e,The Kingsbury Colombo,63,63,0,0.0,0.0,23,-3.2581,0.156,0.156,0.8766,0.312,0.55,37025,4.2,5,2.2
t9,Remote worker,disruption,spatial,travel,lp30277,Hilton Colombo Residence,63,63,0,0.0,0.0,22,-3.1781,0.312,0.25,0.9062,0.188,0.55,43133,4.4,5,0.9
t9,Remote worker,disruption,spatial,travel,lp67708,Supun Arcade Residency,63,63,0,0.0,0.0,21,-1.3863,0.938,0.875,0.4906,0.719,0.725,20768,3.8,4,5.7
t9,Remote worker,disruption,spatial,travel,lp7c172,Mirage Colombo,63,63,24,0.380952,38.1,2,0.0,0.969,0.969,0.6328,0.75,0.8,20482,3.8,4,6.3
t9,Remote worker,disruption,spatial,travel,lp33ddb,"Taj Samudra, Colombo",63,63,0,0.0,0.0,20,-3.091,0.25,0.312,0.9016,0.156,0.55,43993,4.5,5,1.7
t9,Remote worker,disruption,spatial,travel,lpa0a8a,NH Collection Colombo,63,63,0,0.0,0.0,19,-2.7081,0.5,0.562,0.9594,0.344,0.325,36981,4.6,5,2.0
t9,Remote worker,disruption,spatial,travel,lp1bc0d,Hilton Colombo Hotel,63,63,0,0.0,0.0,18,-3.4012,0.188,0.031,0.8547,0.125,0.475,47767,4.2,5,1.9
t9,Remote worker,disruption,spatial,travel,lp71118,CityRest Fort,63,63,0,0.0,0.0,17,-3.3673,0.125,0.125,0.1922,0.969,0.45,11502,3.5,3,2.0
t9,Remote worker,disruption,spatial,travel,lp43673,Pegasus Reef - A Beach Resort in Colombo,63,63,0,0.0,0.0,16,-3.4657,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t9,Remote worker,disruption,spatial,travel,lpc0df6,Fern Colombo,63,63,0,0.0,0.0,15,-2.9444,0.406,0.344,0.1422,0.844,0.75,16245,4.0,3,1.8
t9,Remote worker,disruption,spatial,travel,lp6574b103,"Amari Colombo, Sri Lanka",63,63,0,0.0,0.0,14,-2.7726,0.531,0.5,0.8687,0.219,0.4,42203,4.5,5,2.2
t9,Remote worker,disruption,spatial,travel,lp81760,The Steuart by Citrus,63,63,0,0.0,0.0,13,-3.2958,0.094,0.188,0.4266,0.625,0.5,22604,4.2,4,2.2
t9,Remote worker,disruption,spatial,travel,lp67286,Colombo Court Hotel & Spa,63,63,0,0.0,0.0,12,-2.1972,0.719,0.688,0.5938,0.094,0.725,52144,4.5,4,3.3
t9,Remote worker,disruption,spatial,travel,lpc08f9,Morven Hotel Colombo,63,63,0,0.0,0.0,11,-2.8332,0.469,0.469,0.6703,0.688,0.2,21054,4.5,4,2.1
t9,Remote worker,disruption,spatial,travel,lp857b8,Zylan Colombo,63,63,0,0.0,0.0,10,-3.1355,0.438,0.281,0.6047,0.438,0.8,34557,4.5,4,2.0
t9,Remote worker,disruption,spatial,travel,lp72a36,Best Western Elyon Colombo,63,63,0,0.0,0.0,9,-1.9459,0.844,0.75,0.5687,0.812,0.875,19568,4.2,4,5.1
t9,Remote worker,disruption,spatial,travel,lp800a1,Nyne Hotels Lake Lodge - Colombo,63,63,0,0.0,0.0,8,-2.8904,0.344,0.438,0.5094,0.25,0.2,39335,4.6,4,1.5
t9,Remote worker,disruption,spatial,travel,lp656d40c7,Sheraton Colombo Hotel,63,63,0,0.0,0.0,7,-2.4849,0.625,0.625,0.7312,0.062,0.4,56627,4.7,5,2.2
t9,Remote worker,disruption,spatial,travel,lp40d3f,Global Towers Hotel & Apartments,63,63,26,0.412698,41.27,1,-0.6931,0.906,0.938,0.5375,0.875,0.725,16041,3.5,4,5.6
t9,Remote worker,disruption,spatial,travel,lp5f0e5,Paradise Road Tintagel Colombo,63,63,0,0.0,0.0,6,-2.9957,0.375,0.375,0.8687,0.0,0.85,96633,4.5,5,1.7
t9,Remote worker,disruption,spatial,travel,lp6e625,Hotel Janaki,63,63,0,0.0,0.0,5,-2.3979,0.812,0.656,0.2188,0.906,0.825,15319,4.0,3,4.2
t9,Remote worker,disruption,spatial,travel,lp76eba,Radisson Hotel Colombo,63,63,13,0.206349,20.63,3,-1.0986,0.875,0.906,0.4703,0.562,0.8,27402,4.2,4,5.0
t9,Remote worker,disruption,spatial,travel,lp65589ffb,MaRadha Colombo,63,63,0,0.0,0.0,31,-1.6094,0.781,0.844,0.325,0.406,0.675,35408,4.8,3,3.6
t9,Remote worker,disruption,spatial,travel,lp6f007,Clock Inn Colombo,63,63,0,0.0,0.0,32,-2.0794,0.75,0.781,0.0563,0.938,0.625,13715,3.8,2,3.4
t10,Business traveller,accessibility,facility,distance,lp102b02,Marino Beach Colombo,100,100,0,0.0,0.0,5,-2.6391,0.5,0.469,0.9047,0.469,0.625,30177,4.6,5,3.2
