task_id,persona,primary_dimension,secondary_dimension,hotel_id,hotel_name,n_respondents,n_shown,n_chosen,share,share_pct,rank_in_group,mean_neg_log_position,spatial,accessibility,facility,economic,disruption,price_lkr,rating,star,distance_km
t10,Business traveller,accessibility,facility,lp9855f,Fairway Colombo - Sri Lanka's First Hotel With Robot Technology,201,200,0,0.0,0.0,17,-3.2293,0.094,0.125,0.525,0.531,0.5,28429,4.2,4,2.1
t10,Business traveller,accessibility,facility,lp655a9e91,Zest Metropole,201,200,0,0.0,0.0,19,-3.2308,0.125,0.219,0.5375,0.656,0.5,21223,4.3,4,2.0
t10,Business traveller,accessibility,facility,lp656d3aa9,Sofia Colombo City Hotel,201,200,0,0.0,0.0,20,-2.7872,0.469,0.531,0.5922,0.594,0.35,23620,4.3,4,2.4
t10,Business traveller,accessibility,facility,lp803e1,Galle Face Hotel,201,200,0,0.0,0.0,25,-2.9955,0.25,0.406,0.8141,0.281,0.4,38531,4.5,5,1.8
t10,Business traveller,accessibility,facility,lpb1537,Shangri-La Colombo,201,200,8,0.04,4.0,6,-2.9194,0.219,0.188,0.9281,0.031,0.4,68781,4.7,5,1.9
t10,Business traveller,accessibility,facility,lp3e58e,The Kingsbury Colombo,201,200,0,0.0,0.0,27,-3.3454,0.062,0.062,0.8766,0.312,0.55,37025,4.2,5,2.2
t10,Business traveller,accessibility,facility,lp30277,Hilton Colombo Residence,201,200,0,0.0,0.0,28,-2.3563,0.656,0.719,0.9062,0.188,0.55,43133,4.4,5,0.9
t10,Business traveller,accessibility,facility,lp67708,Supun Arcade Residency,201,200,0,0.0,0.0,21,-2.4091,0.781,0.344,0.4906,0.719,0.725,20768,3.8,4,5.7
t10,Business traveller,accessibility,facility,lp7c172,Mirage Colombo,201,200,0,0.0,0.0,12,-2.9636,0.562,0.156,0.6328,0.75,0.8,20482,3.8,4,6.3
t10,Business traveller,accessibility,facility,lp33ddb,"Taj Samudra, Colombo",201,200,0,0.0,0.0,30,-3.0796,0.281,0.312,0.9016,0.156,0.55,43993,4.5,5,1.7
t10,Business traveller,accessibility,facility,lpa0a8a,NH Collection Colombo,201,200,0,0.0,0.0,29,-2.4022,0.438,0.812,0.9594,0.344,0.325,36981,4.6,5,2.0
t10,Business traveller,accessibility,facility,lp1bc0d,Hilton Colombo Hotel,201,200,1,0.005,0.5,10,-3.2414,0.188,0.031,0.8547,0.125,0.475,47767,4.2,5,1.9
t10,Business traveller,accessibility,facility,lp71118,CityRest Fort,201,201,1,0.004975,0.5,11,-3.2446,0.156,0.25,0.1922,0.969,0.45,11502,3.5,3,2.0
t10,Business traveller,accessibility,facility,lp43673,Pegasus Reef - A Beach Resort in Colombo,201,200,0,0.0,0.0,26,-3.3878,0.0,0.0,0.5859,0.781,0.95,20121,4.0,4,8.1
t10,Business traveller,accessibility,facility,lpc0df6,Fern Colombo,201,201,41,0.20398,20.4,3,-1.278,0.875,0.938,0.1422,0.844,0.75,16245,4.0,3,1.8
t10,Business traveller,accessibility,facility,lp6574b103,"Amari Colombo, Sri Lanka",201,200,0,0.0,0.0,24,-2.8063,0.375,0.688,0.8687,0.219,0.4,42203,4.5,5,2.2
t10,Business traveller,accessibility,facility,lp81760,The Steuart by Citrus,201,200,0,0.0,0.0,23,-3.3399,0.031,0.094,0.4266,0.625,0.5,22604,4.2,4,2.2
t10,Business traveller,accessibility,facility,lp67286,Colombo Court Hotel & Spa,201,200,0,0.0,0.0,31,-1.9133,0.812,0.844,0.5938,0.094,0.725,52144,4.5,4,3.3
t10,Business traveller,accessibility,facility,lpc08f9,Morven Hotel Colombo,201,200,0,0.0,0.0,22,-2.9006,0.344,0.5,0.6703,0.688,0.2,21054,4.5,4,2.1
t10,Business traveller,accessibility,facility,lp857b8,Zylan Colombo,201,200,61,0.305,30.5,1,-0.7546,0.938,0.969,0.6047,0.438,0.8,34557,4.5,4,2.0
t10,Business traveller,accessibility,facility,lp72a36,Best Western Elyon Colombo,201,201,50,0.248756,24.88,2,-1.1161,0.969,0.75,0.5687,0.812,0.875,19568,4.2,4,5.1
t10,Business traveller,accessibility,facility,lp800a1,Nyne Hotels Lake Lodge - Colombo,201,200,0,0.0,0.0,18,-2.2821,0.594,0.625,0.5094,0.25,0.2,39335,4.6,4,1.5
t10,Business traveller,accessibility,facility,lp656d40c7,Sheraton Colombo Hotel,201,200,6,0.03,3.0,7,-2.4778,0.406,0.656,0.7312,0.062,0.4,56627,4.7,5,2.2
t10,Business traveller,accessibility,facility,lp40d3f,Global Towers Hotel & Apartments,201,201,0,0.0,0.0,16,-2.6107,0.688,0.281,0.5375,0.875,0.725,16041,3.5,4,5.6
t10,Business traveller,accessibility,facility,lp5f0e5,Paradise Road Tintagel Colombo,201,200,16,0.08,8.0,4,-1.5357,0.844,0.906,0.8687,0.0,0.85,96633,4.5,5,1.7
t10,Business traveller,accessibility,facility,lp6e625,Hotel Janaki,201,201,2,0.00995,1.0,9,-1.6371,0.906,0.875,0.2188,0.906,0.825,15319,4.0,3,4.2
t10,Business traveller,accessibility,facility,lp76eba,Radisson Hotel Colombo,201,200,0,0.0,0.0,13,-2.6664,0.719,0.375,0.4703,0.562,0.8,27402,4.2,4,5.0
t10,Business traveller,accessibility,facility,lp65589ffb,MaRadha Colombo,201,200,11,0.055,5.5,5,-2.3723,0.625,0.438,0.325,0.406,0.675,35408,4.8,3,3.6
t10,Business traveller,accessibility,facility,lp6f007,Clock Inn Colombo,201,201,4,0.0199,1.99,8,-2.3897,0.75,0.562,0.0563,0.938,0.625,13715,3.8,2,3.4
